conversation,class
너 왜 내 동영상 합성 해서 프로필 동영상 한 거 야 ... 이게 왜 너 야가 ? 맞 잖아 는데 얼굴 이랑 근데 온몸 을 이렇게 합성 한두 이유 가 뭐 냐고 . 얼굴 만 손바닥 비슷 한데 ? 뜬금없 다 . 이거 나의 일부러 놀리 려고 이런 거 지 ? 및 남 의 사진 으로서 이러 는 거 불법적 이 거든 ? 아서 예 예 그래서 오자키 ? 이거 내 놀드 했 다는 증거 없 어 ? 내 휴대폰 으로 남 이 한두 거 일 수 때문 있 잖아 그럼 동영상 지워 . 싫 은데요 ? ? 웃기 잖아 돼지 같 고 괜찮 은데 뭐 . 야가 그리고 돼지 얼굴 이에 돼지 몸 붙여 우승자 게 잘못 이 야가 ? 뭐 ? 송아지 라니 ? 너 가짜 말 좀 가려서 해의 . 돼지 아니 야가 ? 너 걸 를 때 마다 꿀꿀 울음소리 내 잖 아 는데,기타 괴롭힘 대화
내놔 내놓 으라고 없었 는데 뭘 줘 ... 뒤져서 나오 면 어쩔래 뒤져봐 뒤 벼 살펴보 고 안 나오 ㄴ다면 어쩔 껀 데 없었 음 니 가 월과 을 하 든 아님 집 에 가 불쌍히 받 아 가 야지 싫 은데 이게 가짜 죽 고 싶 나의 내 가 왜 사망 어 아 이 미친년 넌 맞 아야 인격 차리 지 그만 해의 얼마 필요 한대 그때 정신 드 냐 며칠 필요 하 냐고 10 만 가지 고 와라,갈취 대화
니 가 내 현상금 훔쳤 지 ? 아니야 내 가 왜 토비 돈 을 훔쳐 없었 어 졌 는데 ... ? 지갑 에 없 던 돈 이 ... 어디 다른 데 으나 흘렸 겠 지 나의 는 아니 야 시키 웃기 고 있 카나 너 집 이 부러지 게 가난 하 다면서 그래서 내 가 귀신 을 했 다는 것 야 ? 어 도둑년 이 당당 하 도록 눈 치켜뜨 네 ... ? 나 정말 아니야 너 같 은 녀 은 손목 이 분질러 져야 두 번 곧바로 도둑 질 못 때때 건데 그렇 지 ... 나 정말 아니 라구 ! !! 큰소리 내고 지마 짜증 나 길래 손목 은 분질러지 기에 입 까지 막혀 야가 정신 차릴 래 ...,협박 대화
야 조 선생 그것 좀 해 와 카나 ? 저 부르 신은 건가요 ? 그래 알리 너 말 고 던 있 냐 ? 그래도 직장 인데 그렇게 불리 시 는 거 ㄴ다는 좀 . 뭐 도대체 내 가 존칭 까 써 가 면서 불러야 겠 어 ? 월과 이나 제대로 해 카나 . 알 겠 네요 . 일 하 기에 저기 이따 저기 폐수 도 좀 버리 기에 와라 . 치료실 그러 너무 더럽 다 는데 저 혼자 하 적기 에 는 너무 힘든 데 요 . 도대체 다 늙 은 내고 가 하 리 ... 알 겠 습니다 는데 버리 고 오 싶 습니다 .,직장 내 괴롭힘 대화
너 이번 에 맹세 한 만큼 못 뺐 더라 ? 0 는데 1 부족 한 것 였잖 아 . 그래도 못 뺀 거 꼼짝 돼지 야 어떻게 그녀 정도 도 못 꺼내 냐 . 나 때문 노력 했 어 나의 도 노력 했 으며 . 안 되 ㄴ다는 걸 어떻 게 시키 냐고 . 나 때문 그 정도 는 식과 은 죽 먹 적기 로 했 어 언제 서 돼지 가 미만 한 소리 내 뇰 . 나 돼지 어떠하 야 . 더 헌신 하 면 예뻐질 것 야 . 돼지 놀드 노력 하 면 이뻐 진대 . 돼지 놀드 예쁘 면 얼마나 못생기 다고 다 똑같 은데 돼지 인데 . 송아지 아니 라니까 . 이러 지 마 내 아들 이 라는 게 쪽팔리 다 돼지 야 송아지 야 돼지 야 플리트 나 보고 아 ㄴ다는 체 하 지 마가 . 오빠 미워 는데,기타 괴롭힘 대화
아 ! 아줌마 주행 을 이렇게 하 ㄴ다면 어떻 게 해요 ... 네 ? 무슨 월과 이 시 죠 ... 아줌마 가 주차 시키 면서 내 오토바이 을 쳤 잖아요 . 어찌 소리 에 요 ... 이렇게 주차 선 못가 에 차 가 많이 들어가 있 는데 는데 여기 보 세요 는데 제 오토바이 가 그렇게 쓰러져 있 잖아요 는데 아줌마 차 가 내고 오토바이 를 쳤 다니까 ! 말 도 못가 되 는 소리 을 이렇게 ! 경찰 를 불러도 되 지만 알리 가 또 호텔 매표소 이 잖아 . 아가씨 를 위해서 내 놀드 싸 게 처리 할게요 . 한 50 ... 어때요 ? 말 때문 안 되 는 울음소리 하 지 마세요 는데 그럼 경찰 도 불리 고 보험 회사 때문 부르 고 아줌마 모친 도 부를까 ? 아래 주 부터 사이 괜찮 게 남편 하 기에 운전 연수 하 ㄴ다면 되 겠 네 는데 이거 완전 사기 꾼들 이 네 .,갈취 대화
저 이번 에 유아 휴직 좀 내 려구요 넌 남잔데 무슨 유아 휴직 이 야 어머니 혼자 너무 힘들 어서 해서요 그래서 너 만이 힘들 줄 아냐 그럼 회사 복지 중 이에 유가 의 휴직 징병제 있 던데요 그래 쓰의 순 있 지 번 써 봐 무슨 답변 이 신가요 니 놀드 휴직 하 고 와서 니 자리 가 없 는지 보 라고 워낙 부당 하 다고 판단 합니다 지금 당장 단념 던가,직장 내 괴롭힘 대화
야 재형 아 미친 새끼 가 누구 살펴보 고 재형 이래 무섭 네 하 . 시키 . ? 야 새끼야 내 가 더 표정 나빠 존 제 단순히 가 민폐 인 새끼야 야 재형 이 살펴보 고 새끼 라고 시키 지 마 새끼 라는 욕 이 불쌍 해의 그래 내 가 죄송 하 니까 이제 금방 해 잘못 했 어서 그래 야 현우 야가 작작 하 자 괜히 심하 게 건들 으나 큰일 날 것 똑같 으니까 나중 에 살짝 건들 자 아니 웃긴 새끼 네 야 첫날 나쁜 사람 으로 짜 냐 그리고 니 놀드 뭔데 명령 을 해의 야 현우 야 살짝 하 자니까 저 겐페 놈 잘못 건들 ㄴ다면 우리 만 손 해야 착한 내 가 잊 는다 . 야 살짝 하 라고 내 놀드 뭔 죄 를 졌 길래 계속 그러 으며 작작 해 이 암컷 가 미쳤 구나 엄금 시간 때 보 자마자 먼지 나 도록 들어맞 을 준비 하 기에 이 새끼 중학교 삶 망했 네 너 말로 이 야 사람 거짓 건들 었 어 성적표 점수 도 내려갈 추진 하 고,기타 괴롭힘 대화
야 제 민호 봐 바 팔 한 쌍 밖 에 없 어서 애 들 아 떠올리 지 마 . 야가 뭘 놀린다고 그러 뇰 놀리 는 거 어떠하 야 내 가 퍼뜨리 기 에 는 떠올리 는 거 로 외 에 안 들려 시키 . 이 시발 러드 이 야 뒤 서덜 래 ? 갑자기 과연 그래 . 야 토비 가 화나 게 시키 잖아 시발 아니 에드 가 놀리 는 것 같 아서 . 야가 놀리 는 거 어떠하 라고 몇 번 를 말 해 한 번의 더 말대꾸 해 봐 다음 엔 죽여 버린다 응 미안 해 는데,기타 괴롭힘 대화
야 좋 은 말로 로 할 때 올려놓 고 가 라 아물 아빠 가 사 주기도 신 거 에요 어떠하 그냥 빌리 겠 으리라 빨리 벗 고 놀드 아 진짜 안 이루어지 는데 야 내 놀드 만만 하 냐 올려놓 고 가 라고 그럼 요 지랄 하 꼼짝 말 고 가진 것 다 내놔 제발 빼앗기 세요 뭘 되돌려 줘 이 새끼야 안 돼요,갈취 대화
야 너 가 액션 팀킬 장인 맞 뇰 ? 응 맞 으며 뭐 . 왜 불렀 는데 키 도 거대 해서 초등학생 도 못하 이길 덩치 구만 는데 형 이 햄버거 타 줄 테 니까 표정 풀 고 집 이에 가 렴 . 야가 클랜 전 이 였 는데 너 때문 이에 망한 거 잖 아서 . 니 덕분 이에 우리 클랜 랭킹 때문 내려갔 더라 ? 표정 좋 냐 ? 야가 설마 그거 때문 이에 그러 냐 ? 사우스캐롤라이 가 게임 이랑 인간성 이랑 구분 못 시키 네 . 그니까 에드 가 방구석 히키코모리 간혹 사 는 거 어떠하 냐 ? 그래 말로 할 수 있 를 때 계속 애기 해의 봐 . 말 때때 수 있 을 때쯤 까지 내 가 에드 누군지 모르 지만 그럼 게임 이랑 현실 아줌마 구분 좀 해라 이러 다 사람 죽이 도록 생겼 다 ? 과연 랭킹 떨어졌 다고 젊은이 죽 이게 ? 많이 아 네 . 내고 가 현질 해서 여기저기 까지 올려놨 구만 에드 가 다 망쳤 으며 책임 져야지 . 토비 가 실컷 떠든 방법 처럼 난 게임 아줌마 현실 구분 못 시키 니까 게임 처럼 죽여 볼게 . 진짜 만일 죽 나 야 과연 이래 . 게임 월과 뿐 인데 다음 이래 안 그럴게 . 순위 높여 놔 줄게 는데 애초 에 너 놀드 그렇게 말 했 다면 바로 넘어갔 을 텐데 . 왜 사람 효능 감 도 깍 아서 내려 가지 고 는데 그 게임 에서 ㄴ다는 이 총 한 번의 헤드샷 날리 면 만일 쓰러지 러 더라 ... 덕분 에 실제로 그런지 테스트 해 볼 가능성 있 게 됐 카나 야 고맙 다 고마워 . 왜 이래 는데 총 은 또 언제 서 난 거 야가 . 그거 빨리 내려놔 . 너 그러 으나 범죄자 된다니까 ?,협박 대화
야 저기 지나가 ㄴ다는 애 가 좀 많이 산 다며 ? 예시 . 형 님 저 가 우리 학교 오세아니아 잘 산다는 애 중의 에 하나 입니다 는데 맞 습니다 . 어리버리 하 긴 해도 가문 하나 는 끝내 준다고 하 더라구요 그래 저 좀 불러 와라 예시 형 님 ! 캐치 야 너 잠깐 그대 형 님 이 조금 보 시 잰다 는데 네 저 를 오자키 ? 왜 요 ... ? 말 에 토달 지 말 고 놀드 보 면 알 것 아냐 따라와 야 에드 네 집 이 조금 산 다며 ? 그대 가 놀 아야 시키 는데 뭐 가 없었 어서 말 이 야가 지갑 좀 빌려 주기도 라 이러 지 마가 세여 전 돈 없었 어요 아 그래 ... 그럼 가방 뒤져서 현상금 나오 면 1000 원의 에 얼굴 한 회 맞 는다 ? 들어맞 고 줄래 . 절댓값 게 줄래 ? ...,갈취 대화
최 대리 는 그때 살 좀 빼 야지 그래 사람 이 워낙 둔해 보이 네 살아오 좀 빼 는 도록 어때 운동 을 시키 고 있 습니다 주식회사 일 이 바쁜데 투쟁 할 시간 은 없 나 봐 ? 월과 은 제대로 하 꼼짝 도 않 으면서 펠트 퇴 는 잘 만이 하 잖아요 죄송 합니다 운동 을 하 ㄴ다는 게 아니 라 씹 는 걸 줄이 란 거 야 사무실 오세아니아 쩝쩝 거리 기 ㄴ다는 하 고 말 그러 야 죄송 합니다 말로 로 만 맨날 의아 하 다고 하 ㄴ다면 뭐 해,직장 내 괴롭힘 대화
새 우버 거 아서 고객 님 새우 테드 말 고 저희 식당 는 쉬 림프 소시지 버거 있 는데 그걸로 드릴까요 ? 아니 어찌 말 이 그렇게 수많 아 ! 아 의아 합니다 . 이름 그러 달라서 확인 차 어서 쭸습니다 그래서 뭐 을 준다는 말 이 야가 ? 주 면 주기도 라는 대로 줘 캐치 받 았 을 때쯤 먹 기 불편 시키 실까봐 확인 한 방법 뿐 입니다 . 의아 합니다 아 뭐 놀드 다르 냔 말 그러 야 ! !!!!!!! 1 아 새우 가 들어간 건 같 은데 소시지 도 들어가 있 기에 치즈 를 빼 기에 주 면 될 내보 아냐 ! !!!!!!!!!!!!!! 그러 멍 청아 무슨 말로 이 그렇게 많 아서 죄송 합니다 .,기타 괴롭힘 대화
야 손가락 장애 ... ? ? 귀도 신체적 있 냐 ? 과연 못 알아들 어 에드 지금 뭐 라 했 어 왜 장애 제보 장애 라고 하 ㄴ다는 게 잘못 이 야가 ? 당장 사과 해의 싫 은데 내 놀드 왜 ? 너 가만 안 둘 꺼 야가 정말 무섭 네 꺼져,기타 괴롭힘 대화
철 중아 ? 절망 ! 야 ! 에드 왜 카톡 방 나갔 는데 다시 초대 시키 고 지랄 이 야가 ? 야 ! 지랄 이 라고 했 뇰 ? ! 많이 컸 네 이 새끼 놀드 버러지 같 은 도록 아직 정신 못 차렸 나 보 지 시키 . 진짜 개 빡 치 게 하 카나 머저리 들 주제 이에 저 새끼 가 ... 라고 하 는 것 냐 머저리 래 줄거리 파악 못 하 ㄴ다는 모지리 는 너 어떠하 냐 닥치 고 없 을 것 이 꼼짝 어디 서 계속 깝치길 깝 쳐 ? 캐치 나 도 계속 그러 면 가만히 있 꼼짝 않 을 거 야가 ! 어쩔 건데 ... ! 어쩔 거 냐고 ! ! 엄마 엄마 한테 이를 거 야가 이런 개 찌질 한두 짓 이 라도 시키 려고 ? !,기타 괴롭힘 대화
저기요 할아버지 여기 고속버스 안 이기 도 풀어쓰 환기 도 잘 못가 되 니까 마스크 조금 써 주 세요 는데 너 가 뭔데 나의 보고 쓰 라 말로 아야 ? 나 에게 뭐 해 준 것 있 어 ? 그게 아니 고 이제 고속버스 에서 원래 마스크 못가 쓰 면 내리 시가 거나 벌금 내 셔야 해요 . 그래서 ... 어쩌 라고 . 현재 나 내 좇 를 수 있 는 젊은이 있 어 ? 도대체 여기 서 내리 ㅂ시오 제 가 내려 드릴게요 . 공공장소 인데 남의 한테 피해 주 ㄴ다면 안 되 시 지요 . 너 내 놀드 죽여 버릴 거 야가 . 각오 해 는데 마스크 ? 그거 일생 안 쓰 게 꾸미 어 줄게 . 그게 뭔 소리 세요 는데 그런 말 함 부러 하 시 면 못가 되 죠 . 정말 연세 가 많 계시 다고 해도 . 그니까 애초 에 왜 내고 신경 을 건드려 는데 내 가 지금 은데 이렇게 조용 하 으나 어릴 적 에 ㄴ다는 여럿 패 고 다녔 어 . 오랜만 이에 힘 좀 써야 시키 네 . 협박 시키 시 면 신고 시키 실 거 고요 는데 마스크 하나 써 달이 라고 했 다고 엄청 말씀 하 시 꼼짝 마세요 . 내 놀드 뭐 어떻게 말 시키 던 무슨 상관 허가 ? 실제로 죽일 방법 도 아닌데 . 아침 저녁 에 죽 를 거 같 을 때쯤 신나 게 신고 시키 던지 끌끌,협박 대화
사진 봐 못생겼 으며 이런 댓글 달 꼼짝 마세요 팩 트인 데는 뭐 얼굴 토 나온다 사진 뭐 야 ... 눈 이 너무 얇 아 다 신고 때때 겁니다 무슨 죄 로서 ? 빻 았 으며 진짜 뭐 야 머리카락 메기 닮음 메기,기타 괴롭힘 대화
너 돈 많 뇰 ? 돈 좀 훔치 자 . 돈 못가 갚 을 거 잖 아 . 내 놀드 왜 빌려 줘야 돼 ? 아 이 쪼잔 하 게 . 도대체 확 뺏 어 ... 아니 . 이게 어찌 . 뺏 을까 빌려 줄래 ? 둘 으며 싫 은데 . 현상금 지금 가지 고 없 는 거 다 내놔 . 안 돼 는데 제발 그냥 조금 만이 빌리 는 거 야가 . 알 겠 꼼짝 ? 하 . 이럴 수 가,갈취 대화
친구 야 어 는데 ? 무슨 일 그러 야 ? 너 아침 화장 했 어 ... 아응 . 좀 많이 먹 었 다 ... 썼 어 ? 아서 이거 이번 신상 어떠하 야 ? 너무 이쁘 다 나 갖 구로 싶 어 아 그다지 안 비싸 던데 그래 ? 별로 안 저렴 니까 니 가 한가지 새 거 사 ㄴ다면 되 겠 다 불과 ? 어 ? 는데 그건 . 얼른 줘 친구 야,갈취 대화
어 이 아가씨 캐치 ! 저 아세요 는데 ? 이쁜데 어디 살아오 아 ? 저리 놀드 세요 . 아 저렴 게 굴 지 말로 고 . 몸매 쫓아내 는데 ? 따라오 꼼짝 마세요 ! ! 아서 그러 지 말 기에 나 좀 따라와 봐 . 재밌 는 것 보여 줄게 . 찾아오 지 마시 라고요 캐치 !! 더럽 게 저렴 게 구 네 캐치 ! 좀 따라오 이라고 ! ! 이거 놔요 ! !!!!,기타 괴롭힘 대화
인재 씨 회사 놀드 만만 해요 ? 그게 무슨 말씀 이 ㅂ시오 차장 님 지난주 이에 저 한테 사직 신라 중 이 라고 말로 하 지 않 아서 나요 그건 제 놀드 면담 하 다가 욕망 이 욱 해서 그랬 습니다 그럼 지금 은데 맘 이 바뀌 였 습니까 네 그냥 돌아다니 기 로 했 네요 죄송 합니다 어휴 그전 사직서 를 받 아서 놨어야 되 는데 의아 합니다 저 는 전문인 씨 잘라 버리 기에 싶 어요 . 월과 처리 똑바로 하 ㅂ시오 마음 이 아프 군요,직장 내 괴롭힘 대화
저기 요 . 제 좀 도주 세요 는데 무슨 일 이 ㅂ시오 ? 도와 드릴께요 는데 다치 신 덴 없었 으세요 ? 감사 합니다 . 제 가 현재 돈 도 없 기에 어딘지 도 모르 싶 어요 . 아 이러 시 군요 . 잠깐 따뜻 한 곳 으로서 옮기 시 죠 덕택 에 좀 살 방법 같 네요 . 감사원 합니다 . 감사 시키 면 보상 을 해의 주 셔야 될 방법 같 은데 . 카나 ? 전 가진 도록 없 어요 . 예전 에 잊 지 못하 고 꼭 보답 할께요 . 그럼 다른 방법 으로 라도 보답 해야지 . 제 가 ... 하 러 당신 를 도와 줬 겠 나요 ? 아 . 가짜 잊 지 않 기에 보답 하 겠 네요 . 저 좀 곁 으로 갈 수 없 게 도와 주 ㅂ시오 . 그러니까 돈 를 주 던가 다른 걸로 보답 을 하 던가 하 라고 ! 캐치,갈취 대화
어 이 코털 과연 왜 ? 아 놔 됐 고 너 편의점 가 서 곰보빵 다섯 개 에 콜라 한가지 사 와라 나 현상금 없 어 돈 없었 어 ? 그럼 내고 가 돈줄 께 어서 여기 1000 원 쪼 테 니까 빵 다섯 개 콜라 하나 화재 거스름돈 거슬러 와라 야가 택 도 없 어서 야 뒤 질 스피 ? 쌔벼 서 든지 갖 고 와 색상 키 야 야,기타 괴롭힘 대화
오빠 저 랑 헤어지 어 주 세요 는데 오빠 신인 때 이래 제 가 응원 해의 왔 고 오빠 놀드 여기 까지 올라올 가능성 있 었 던 건과 저 덕분 이 에요 . ! 무슨 울음소리 야 . 무서운 울음소리 하 지 말 기에 당장 내 앞 오세아니아 꺼져 . 아니면 매니지먼트 부르 고 경찰 이에 신고 할 거 야가 . 오빠 . 매니아 사인회 에서 나 슬픔 한다면서 요 . 공연 때 도 내 한쪽 계 솓 쳐다봤 으면 . ! 난 에드 누구 인지 기억 때문 못 하 겠 기에 그런 적 없 어서 . 제발 내 매니아 이 라면 이제 놀드 줘 제발 . 언니 . 내 가 언니 앞 에서 죽 어서 버렸으면 좋 겠 는데요 ? 오빠 는 매니아 죽 는 거 살펴보 고 싶 어요 는데 ? 너 손 이에 그거 뭐 야 는데 당장 내려놔 . 위험성 해 . 오빠 블랑 사랑 할 수 없었 다면 전 죽 어서 버릴 거 에요 는데 신문사 기자 한테 때문 다 소문 퍼트 려고 놨어요 . 오빠 놀드 저 임신 시키 기에 낙태 시켰 다구요 는데 너 정말 미쳤 으리 . 소름 끼친다 는데 나 경찰 불렀 기에 너 곧 잡혀갈 것 야 . 좋 은데 말 할 때 그녀 칼 내려놔 . 언니 . 나 오빠 놀드 어제 연예인 랑 코너 하 는 거 봤 어요 . 오빤 첫날 배신 했 네 는데 ? 난 오빠 만이 바라봤 는데 . 끔찍 해 . 죽 어서 버릴 거 야 캐치 !! 손목 그을 것 야 . 오빠 때문 같이 나 랑 지옥 가 . 다음 르맹 에 만나 면 그대 평생 사랑 해요 는데 악 제발 다가오 꼼짝 마 ! !!,협박 대화
아 김여사 진짜 싫증 나 네 아줌마 캐치 차 좀 빨리 뺍시다 아 죄송 합니다 캐치 제 가 초보 주행 이 라 . 아서 진짜 아줌마 가 뭐 운전 이 야 곁 에서 밥 이나 때때 것 이 지 나와서 민폐 끼치 네 말로 이 너무 심한 것 아녜요 . ? ... ? 이 아줌마 놀드 겁 상실 했 기에 만 김여사 앞 으로서 운전 하 지 말로 고 집 에서 사우스캐롤라이 나 키우 면서 모친 내조 나 잘 해의 여자 가 뭔 주행 이 야 저런 젊은이 을 다 봤 나의 ! 하 어 그러 가 없 어서,기타 괴롭힘 대화
